Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
1452;48;9;Saliou Sane;Deutschland;26;6;0;
1453;49;37;Luis Klante;Deutschland;0;0;0;
1454;49;1;Nils Korber;Deutschland;20;0;0;
1455;49;35;Maximilian Schulze-Niehues;Deutschland;13;0;0;
1456;49;38;Stephan Tantow;Deutschland;0;0;0;
1457;49;34;Jannik Borgmann;Deutschland;0;0;0;
1458;49;46;Julian Conze;Deutschland;0;0;0;
1459;49;29;Jeron Hazaimeh;Deutschland;29;2;0;
1460;49;13;Ole Kittner;Deutschland;21;2;0;
1461;49;26;Sebastian Mai;Deutschland;17;1;0;
1462;49;5;Fabian Menig;Deutschland;32;0;0;
1463;49;15;Simon Scherder;Deutschland;20;5;0;
1464;49;25;Lion Schweers;Deutschland;26;0;0;
1465;49;2;Stephane Tritz;Frankreich;19;0;0;
1466;49;6;Sandrino Braun;Deutschland;20;0;0;
1467;49;7;Lucas Cueto;Deutschland;10;0;0;
1468;49;20;Phillipp Hoffmann;Deutschland;27;0;0;
1469;49;17;Nico Rinderknecht;Deutschland;10;1;0;
1470;49;8;Michele Claudio Rizzi;Deutschland;29;5;0;
1471;49;23;Benjamin Schwarz;Deutschland;0;0;0;
1472;49;18;Lennart Stoll;Deutschland;14;0;0;
1473;49;21;Danilo Wiebe;Deutschland;15;0;0;
1474;49;32;Cyrill Akono;Deutschland;0;0;0;
1475;49;39;Adriano Grimaldi;Italien;27;9;0;
1476;49;27;Moritz Heinrich;Deutschland;18;1;0;
1477;49;10;Martin Kobylanski;Polen;31;9;0;
1478;49;11;Tobias Rühle;Deutschland;31;2;0;
1479;49;24;Luca Steinfeldt;Deutschland;2;0;0;
1480;49;16;Tobias Warschewski;Deutschland;11;0;0;
1481;50;22;Jo Coppens;Belgien;5;0;0;
1482;50;0;Jo Coppens;Belgien;5;0;0;
1483;50;1;Raphael Koczor;Deutschland;27;0;0;
1484;50;0;Wojciech Sadlowski;Polen;0;0;0;
1485;50;12;Stefan Schmidt;Deutschland;0;0;0;
1486;50;2;Florian Brügmann;Deutschland;26;1;0;
1487;50;3;Guillaume Cros;Frankreich;25;0;0;
1488;50;4;Justin Gerlach;Deutschland;21;0;0;
1489;50;15;Marius Grösch;Deutschland;20;1;0;
1490;50;0;Marius Grösch;Deutschland;20;1;0;
1491;50;5;Matthias Kühne;Deutschland;8;0;0;
1492;50;21;Dennis Slamar;Deutschland;30;0;0;
1493;50;9;René Eckardt;Deutschland;26;2;0;
1494;50;23;Sören Eismann;Deutschland;18;4;0;
1495;50;17;Niclas Erlbeck;Deutschland;6;0;0;
1496;50;13;Tom Krahnert;Deutschland;0;0;0;
1497;50;6;Jan Löhmannsröben;Deutschland;28;1;0;
1498;50;0;Jan Löhmannsröben;Deutschland;28;1;0;
1499;50;26;Kevin Pannewitz;Deutschland;9;1;0;
1500;50;25;Justin Schau;Deutschland;2;0;0;
1501;50;0;Justin Schau;Deutschland;2;0;0;
1502;50;10;Maximilian Schlegel;Deutschland;0;0;0;
1503;50;20;Firat Sucsuz;Türkei;23;0;0;
1504;50;0;Maximilian Weiss;Deutschland;2;0;0;
1505;50;8;Maximilian Wolfram;Deutschland;24;3;0;
1506;50;14;Dominik Bock;Deutschland;17;2;0;
1507;50;19;Florian Dietz;Deutschland;23;1;0;
1508;50;18;David Gügör;Deutschland;19;1;0;
1509;50;27;Julian Günther-Schmidt;Deutschland;25;4;0;
1510;50;16;Timo Mauer;Deutschland;10;0;0;
1511;50;11;Manfred Starke;Namibia;23;3;0;
1512;50;7;Timmy Thiele;Deutschland;17;9;0;
1513;51;1;Johannes Brinkies;Deutschland;32;0;0;
1514;51;30;Lukas Cichos;Deutschland;0;0;0;
1515;51;26;Max Sprang;Deutschland;0;0;0;
1516;51;0;Max Sprang;Deutschland;0;0;0;
1517;51;4;Jonas Acquistapace;Deutschland;10;0;0;
1518;51;35;Nico Antonitsch;Österreich;24;3;0;
1519;51;16;Anthony Barylla;Deutschland;22;1;0;
1520;51;0;Anthony Barylla;Deutschland;22;1;0;
1521;51;28;Nils Miatke;Deutschland;30;2;0;
1522;51;5;Ali Obadas;Türkei;2;0;0;
1523;51;17;Morris Schröter;Deutschland;25;0;0;
1524;51;33;Alexander Sorge;Deutschland;0;0;0;
1525;51;3;Moritz Ullmann;Deutschland;0;0;0;
1526;51;7;Bentley Bexter Bahn;Deutschland;22;4;0;
1527;51;19;Davy Frick;Deutschland;27;1;0;
1528;51;11;Ronny Garbuschewski;Deutschland;11;1;0;
1529;51;0;Ronny Garbuschewski;Deutschland;11;1;0;
1530;51;6;Christoph Göbel;Deutschland;11;0;0;
1531;51;24;Julian Hodek;Deutschland;1;0;0;
1532;51;25;Robert Koch;Deutschland;11;1;0;
1533;51;13;Mike Könnecke;Deutschland;30;0;0;
1534;51;20;Rene Lange;Deutschland;30;1;0;
1535;51;8;Christian Mauersberger;Deutschland;8;0;0;
1536;51;0;Christian Mauersberger;Deutschland;8;0;0;
1537;51;27;Fabian Schnabel;Deutschland;4;1;0;
1538;51;22;Sinan Tekerci;Türkei;9;0;0;
1539;51;0;Sinan Tekerci;Türkei;9;0;0;
1540;51;14;Toni Wachsmuth;Deutschland;20;1;0;
1541;51;12;Fridolin Wagner;Deutschland;15;0;0;
1542;51;21;Jan Washausen;Deutschland;10;0;0;
1543;51;9;Fabian Eisele;Deutschland;21;5;0;
1544;51;0;Fabian Eisele;Deutschland;21;5;0;
1545;51;18;Dimitrios Ferfelis;Griechenland;9;0;0;
1546;51;23;Daniel Gremsl;Österreich;9;1;0;
1547;51;15;Ronny König;Deutschland;32;10;0;
1548;51;10;Aykut Öztürk;Türkei;18;1;0;
1549;52;1;David Buchholz;Deutschland;10;0;0;
1550;52;30;Benedikt Fernandez;Deutschland;22;0;0;
1551;52;33;Yannick Zummack;Deutschland;0;0;0;
1552;52;21;Zidane Atalan;Deutschland;0;0;0;
1553;52;25;Tobias Haitz;Deutschland;0;0;0;
1554;52;22;Michael Hohnstedt;Deutschland;6;0;0;
1555;52;23;Alexander Langlitz;Deutschland;23;1;0;
1556;52;4;Gerrit Nauber;Deutschland;0;0;0;
1557;52;27;Nico Neidhart;Deutschland;11;0;0;
1558;52;5;Matthias Rahn;Deutschland;13;0;0;
1559;52;4;Maximilian Rossmann;Deutschland;14;1;0;
1560;52;2;Michael Schulze;Deutschland;24;0;0;
1561;52;7;Dennis Brock;Deutschland;2;0;0;
1562;52;8;Andre Dej;Polen;24;4;0;
1563;52;6;Tim Gorschlüter;Deutschland;1;0;0;
1564;52;15;Moritz Heyer;Deutschland;28;3;0;
1565;52;14;Marco Hober;Deutschland;15;0;0;
1566;52;17;Marcus Piossek;Polen;8;2;0;
1567;52;20;Kevin Pires-Rodrigues;Portugal;14;2;0;
1568;52;28;Joshua Putze;Deutschland;23;1;0;
1569;52;16;Adam Straith;Kanada;28;1;0;
1570;52;3;Tim Wendel;Deutschland;29;0;0;
1571;52;9;Mats Facklam;Dänemark;5;0;0;
1572;52;19;Kevin Freiberger;Deutschland;25;3;0;
1573;52;24;Jaroslaw Lindner;Polen;23;3;0;
1574;52;11;Maximilian Oesterhelweg;Deutschland;26;7;0;
1575;52;10;Bernd Rosinger;Deutschland;16;1;0;
1576;52;29;Max Wegner;Deutschland;16;1;0;
1577;53;21;Marius Gersbeck;Deutschland;30;0;0;
1578;53;1;Tim Paterok;Deutschland;3;0;0;
1579;53;22;Leon Tigges;Deutschland;0;0;0;
1580;53;4;Marcel Appiah;Deutschland;25;0;0;
1581;53;6;Alexander Dercho;Deutschland;0;0;0;
1582;53;5;Konstantin Engel;Kasachstan;14;1;0;
1583;53;27;Kim Falkenberg;Deutschland;7;0;0;
1584;53;2;Marcel Ruschmeier;Deutschland;0;0;0;
1585;53;37;Stephen Sama;Deutschland;11;0;0;
1586;53;17;Adam Susac;Kroatien;27;1;0;
1587;53;16;Marc Wachs;Deutschland;24;1;0;
1588;53;3;Furkan Zorba;Deutschland;4;0;0;
1589;53;14;Ahmet Metin Arslan;Türkei;26;1;0;
1590;53;23;Christian Bickel;Deutschland;3;0;0;
1591;53;13;Tim Danneberg;Deutschland;32;7;0;
1592;53;10;Christian Groß;Deutschland;29;0;0;
1593;53;26;Sebastian Klaas;Deutschland;6;2;0;
1594;53;29;Kamer Krasniqi;Albanien;13;1;0;
1595;53;28;Tim Moller;Deutschland;0;0;0;
1596;53;11;Marcos Alvarez;Peru;28;8;0;
1597;53;20;Marc Heider;Vereinigte Staaten;28;8;0;
1598;53;25;Emmanuel Iyoha;Deutschland;20;3;0;
1599;53;18;Robert Kristo;Vereinigte Staaten;8;0;0;
1600;53;15;Jules Reimerink;Niederlande;27;5;0;
1601;53;7;Bashkim Renneke;Deutschland;21;1;0;
1602;53;9;Halil Savran;Deutschland;11;2;0;
1603;53;8;Utku Sen;Deutschland;7;0;0;
1604;53;19;Steffen Tigges;Deutschland;25;1;0;
1605;54;30;Lucas Hiemann;Deutschland;0;0;0;
1606;54;22;Kevin Kunz;Deutschland;23;0;0;
1607;54;32;Kevin Rene Tittel;Deutschland;10;0;0;
1608;54;26;Janik Bachmann;Deutschland;10;0;0;
1609;54;0;Janik Bachmann;Deutschland;10;0;0;
1610;54;5;Marc Endres;Deutschland;24;1;0;
1611;54;33;Marcus Hoffmann;Deutschland;3;0;0;
1612;54;14;Jan Koch;Deutschland;8;0;0;
1613;54;13;Fabio Leutenecker;Deutschland;22;0;0;
1614;54;0;Fabio Leutenecker;Deutschland;22;0;0;
1615;54;3;Emmanuel Mbende;Kamerun;8;0;0;
1616;54;25;Marcus Mlynikowski;Deutschland;22;0;0;
1617;54;0;Marcus Mlynikowski;Deutschland;22;0;0;
1618;54;31;Tom Scheffel;Deutschland;18;0;0;
1619;54;23;Mikko Sumusalo;Finnland;11;1;0;
1620;54;18;Maurice Trapp;Deutschland;19;1;0;
1621;54;0;Maurice Trapp;Deutschland;19;1;0;
1622;54;21;Laurin von Piechowski;Deutschland;19;2;0;
1623;54;0;Laurin von Piechowski;Deutschland;19;2;0;
1624;54;10;Okan Aydin;Türkei;17;0;0;
1625;54;0;Okan Aydin;Türkei;17;0;0;
1626;54;29;Tom Baumgart;Deutschland;23;5;0;
1627;54;19;Alexander Dartsch;Deutschland;10;0;0;
1628;54;2;Raphael Jamil Dem;Deutschland;0;0;0;
1629;54;15;Paul-Luis Eckhardt;Deutschland;0;0;0;
1630;54;7;Dennis Grote;Deutschland;28;2;0;
1631;54;8;Björn Kluft;Deutschland;25;3;0;
1632;54;6;Julius Reinhardt;Deutschland;31;2;0;
1633;54;20;Marvin Thiele;Deutschland;2;0;0;
1634;54;0;Marvin Thiele;Deutschland;2;0;0;
1635;54;9;Florian Trinks;Deutschland;8;0;0;
1636;54;0;Florian Trinks;Deutschland;8;0;0;
1637;54;19;Philip Türpitz;Deutschland;0;0;0;
1638;54;28;Danny Breitfelder;Deutschland;8;0;0;
1639;54;11;Daniel Frahn;Deutschland;27;11;0;
1640;54;24;Florian Hansch;Deutschland;32;2;0;
1641;54;27;Myroslav Slavov;Ukraine;30;10;0;
1642;54;0;Myroslav Slavov;Ukraine;30;10;0;
1643;56;22;Tobias Duffner;Deutschland;3;0;0;
1644;56;43;Eric Oelschlägel;Deutschland;31;0;0;
1645;56;1;Dario Thurkauf;Schweiz;0;0;0;
1646;56;19;Lars Bunning;Deutschland;13;0;0;
1647;56;15;Mattis Daube;Deutschland;0;0;0;
1648;56;21;Philipp Eggersglüß;Deutschland;31;1;0;
1649;56;8;Marco Kaffenberger;Deutschland;0;0;0;
1650;56;28;Jesper Verlaat;Niederlande;17;1;0;
1651;56;5;Dominic Volkmer;Deutschland;30;0;0;
1652;56;23;Boubacar Barry;Deutschland;6;0;0;
1653;56;4;Damir Bektic;Deutschland;1;0;0;
1654;56;7;Leon Jensen;Deutschland;28;3;0;
1655;56;20;Marc-André Kruska;Deutschland;11;1;0;
1656;56;31;Marc Pfitzner;Deutschland;23;0;0;
1657;56;6;Dennis Rosin;Deutschland;18;1;0;
1658;56;38;Niklas Schmidt;Deutschland;25;2;0;
1659;56;0;Niklas Schmidt;Deutschland;25;2;0;
1660;56;27;Idrissa Touré;Deutschland;30;2;0;
1661;56;26;Jannes Vollert;Deutschland;22;0;0;
1662;56;25;Fridolin Wagner;Deutschland;11;0;0;
1663;56;0;Fridolin Wagner;Deutschland;11;0;0;
1664;56;18;Leander Wasmus;Deutschland;0;0;0;
1665;56;42;Tian Ci;China;0;0;0;
1666;56;24;Johannes Eggestein;Deutschland;16;0;0;
1667;56;0;Johannes Eggestein;Deutschland;16;0;0;
1668;56;0;Justin Eilers;Deutschland;3;0;0;
1669;56;32;Rafael Kazior;Deutschland;26;5;0;
1670;56;39;Melvin Krol;Deutschland;4;0;0;
1671;56;47;Ousman Manneh;Unbekannt;17;5;0;
1672;56;37;Jonah Osabutey;Ghana;0;0;0;
1673;56;0;Josh Sargent;Vereinigte Staaten;0;0;0;
1674;56;29;Isaiah Young;Vereinigte Staaten;25;0;0;
1675;55;23;Max Engl;Deutschland;0;0;0;
1676;55;1;Philipp Mickel Klewin;Deutschland;30;0;0;
1677;55;31;Julian Knoll;Deutschland;1;0;0;
1678;55;2;Charalampos Prokopios Chantzopoulos;Griechenland;1;0;0;
1679;55;4;Berkay Dabanli;Deutschland;18;1;0;
1680;55;16;Kusi Kwame;Ghana;9;0;0;
1681;55;6;André Laurito;Deutschland;17;3;0;
1682;55;21;Jens Möckel;Deutschland;23;1;0;
1683;55;5;Florian Neuhold;Österreich;17;2;0;
1684;55;17;Luka Marino Odak;Kroatien;25;0;0;
1685;55;28;Wilfried Sarr;Deutschland;8;0;0;
1686;55;14;Marius Wegmann;Deutschland;1;0;0;
1687;55;29;Samir Benamar;Marokko;15;0;0;
1688;55;7;Theodor Bergmann;Deutschland;16;1;0;
1689;55;19;Merveille Biankadi;Kongo DR;28;1;0;
1690;55;10;Daniel Brückner;Deutschland;21;0;0;
1691;55;11;Nermin Crnkic;Bosnien-Herzegowina;10;2;0;
1692;55;30;Marcel Kaffenberger;Deutschland;9;0;0;
1693;55;33;Tobias Kraulich;Deutschland;4;0;0;
1694;55;15;Lion Lauberbach;Deutschland;19;1;0;
1695;55;13;Alexander Ludwig;Dänemark;11;0;0;
1696;55;18;Ahmed Wassem Razeek;Sri Lanka;24;3;0;
1697;55;24;Morten Rüdiger;Deutschland;11;0;0;
1698;55;25;Max Schwitalla;Deutschland;1;0;0;
1699;55;8;Liridon Vocaj;Albanien;10;0;0;
1700;55;37;Christopher Bieber;Deutschland;17;1;0;
1701;55;32;Elias Huth;Deutschland;30;6;0;
1702;55;27;Carsten Kammlott;Deutschland;21;1;0;
1703;55;20;Bastian Kurz;Deutschland;21;0;0;
1704;55;9;Tugay Uzan;Deutschland;6;2;0;
